nmmunicipiocredor,nmfuncao,vlempenhado,vlliquidado,vlpagoorcamentario,valor_total
TURVO,Saúde,0.0,100000.0,100000.0,200000.0
UNIAO DO OESTE,Agricultura,-150000.0,450000.0,450000.0,750000.0
UNIAO DO OESTE,Educação,0.0,0.0,0.0,0.0
UNIAO DO OESTE,Saúde,0.0,0.0,0.0,0.0
URUBICI,Educação,0.0,234750.0,123180.0,357930.0
URUBICI,Saúde,0.0,0.0,0.0,0.0
URUPEMA,Agricultura,0.0,300000.0,300000.0,600000.0
URUPEMA,Educação,0.0,0.0,0.0,0.0
URUPEMA,Saúde,0.0,0.0,0.0,0.0
URUSSANGA,Agricultura,0.0,0.0,0.0,0.0
URUSSANGA,Educação,0.0,200000.0,200000.0,400000.0
URUSSANGA,Saúde,0.0,214950.0,217425.0,432375.0
URUSSANGA,Transporte,0.0,350000.0,350000.0,700000.0
VARGEAO,Agricultura,-300000.0,300000.0,300000.0,300000.0
VARGEAO,Educação,0.0,140000.0,140000.0,280000.0
VARGEAO,Saúde,0.0,0.0,0.0,0.0
VARGEAO,Transporte,0.0,250000.0,250000.0,500000.0
VARGEM,Educação,0.0,31848.0,220.0,32068.0
VARGEM,Saúde,0.0,3042.0,4563.0,7605.0
VARGEM BONITA,Agricultura,0.0,200000.0,200000.0,400000.0
VARGEM BONITA,Educação,0.0,0.0,0.0,0.0
VARGEM BONITA,Saúde,0.0,0.0,0.0,0.0
VARGEM BONITA,Transporte,0.0,300000.0,300000.0,600000.0
VIDAL RAMOS,Educação,-100000.0,630240.0,630240.0,1160480.0
VIDAL RAMOS,Saúde,0.0,0.0,0.0,0.0
VIDEIRA,Agricultura,0.0,0.0,0.0,0.0
VIDEIRA,Educação,0.0,400.0,400.0,800.0
VIDEIRA,Saúde,0.0,708250.0,712375.0,1420625.0
VITOR MEIRELES,Agricultura,0.0,350000.0,350000.0,700000.0
VITOR MEIRELES,Educação,0.0,0.0,0.0,0.0
VITOR MEIRELES,Saúde,0.0,0.0,0.0,0.0
WITMARSUM,Educação,0.0,20000.0,20000.0,40000.0
WITMARSUM,Saúde,0.0,0.0,0.0,0.0
XANXERE,Educação,0.0,1500.0,1500.0,3000.0
XANXERE,Saúde,0.0,208250.0,212375.0,420625.0
XAVANTINA,Agricultura,-200000.0,200000.0,200000.0,200000.0
XAVANTINA,Educação,0.0,0.0,0.0,0.0
XAVANTINA,Saúde,0.0,0.0,0.0,0.0
XAVANTINA,Transporte,0.0,350000.0,350000.0,700000.0
XAXIM,Agricultura,0.0,650000.0,650000.0,1300000.0
XAXIM,Desporto e Lazer,0.0,150000.0,150000.0,300000.0
XAXIM,Educação,0.0,0.0,0.0,0.0
XAXIM,Saúde,0.0,0.0,0.0,0.0
XAXIM,Transporte,0.0,650000.0,650000.0,1300000.0
ZORTEA,Educação,0.0,250000.0,250000.0,500000.0
ZORTEA,Saúde,0.0,0.0,0.0,0.0
